Post title,Post link,Created date,Impressions,Engagement rate
"#FusionEnergy power plants and nuclear fission reactors produce tremendous amounts of energy in very different ways, but both play a critical role in Virginia's reliable, affordable, and increasingly clean energy future. Here's a quick video from the US Department of Energy explaining the difference between the two. https://lnkd.in/eUanxwfX",https://www.linkedin.com/feed/update/urn:li:activity:7294007270923751425,02/08/2025,865,6.8%
"With a strong focus on nuclear, natural gas, and groundbreaking projects like the world’s first commercial fusion power plant, Virginia is positioning itself at the forefront of the nation’s energy future. As energy demand grows alongside Virginia’s booming population and thriving manufacturing and tech sectors, innovation is key. Virginia's leadership in clean, reliable, and flexible energy solutions will be essential in powering our economy and meeting the needs of our dynamic Commonwealth.

Read More: https://ow.ly/GH1F50UVMy7",https://www.linkedin.com/feed/update/urn:li:activity:7293690739903877120,02/07/2025,1082,5.0%
"Natural gas emits about half the CO2 of coal, making it a cleaner option for reliable, baseload power. In Virginia, natural gas accounts for over 50% of our electric capacity, and will continue to play a critical role in our all-of-the-above strategy for Virginia's energy future.  https://ow.ly/SWmQ50UpZ5u",https://www.linkedin.com/feed/update/urn:li:activity:7293645064029765632,02/07/2025,223,3.6%
"Energize your inbox with updates on policy insights, innovative programs, and new initiatives from Virginia Energy!

 https://lnkd.in/emFXwktT
",https://www.linkedin.com/feed/update/urn:li:activity:7293354846001197056,02/06/2025,177,5.1%
"Solar panels harness the Virginia sunshine and wind turbines capture our coastal breeze, but when the sun’s not shining and the wind’s not blowing, nuclear will continue to provide the affordable power needed to keep the lights on! With Virginia's all-of-the-above energy plan, we're building a reliable, affordable, and increasingly clean energy future for the Commonwealth.

Learn more about nuclear's role in Virginia's energy landscape at https://lnkd.in/esRN-dEW",https://www.linkedin.com/feed/update/urn:li:activity:7293282836013330433,02/06/2025,538,7.4%
"Maryland is recognizing the benefits of replacing ""renewable"" with ""clean"" in their energy policies. Virginians would benefit from Virginia doing the same. Virginia Energy remains committed to advancing policies that secure a reliable, affordable, and increasingly clean energy future for all Virginians.
 
https://lnkd.in/eVY-vzUz",https://www.linkedin.com/feed/update/urn:li:activity:7292605281828569088,02/04/2025,1070,6.5%
"Projects like the Red Jacket Portals reclamation in Buchanan County make Virginia’s communities safer while preserving our natural environment. By securing old mine openings and restoring the surrounding landscape, this work helps protect residents, support wildlife, and maintain the beauty of our Commonwealth.
 
Learn more about Abandoned Mine Land program at https://lnkd.in/eUAgDtBy 
",https://www.linkedin.com/feed/update/urn:li:activity:7292244204943011840,02/02/2025,372,5.1%
"Virginia’s data centers are increasingly investing in innovative clean energy solutions and advanced technologies to meet their growing energy demands. With improvements in cooling, power management, and large-scale clean energy purchases, data centers can support both their operational needs and sustainability efforts, while providing economic opportunities across the Commonwealth.",https://www.linkedin.com/feed/update/urn:li:activity:7292164935994781696,02/02/2025,307,7.2%
"Virginia’s energy demand is surging, with projections now showing a 6.5% annual increase over the next 10 years—far outpacing earlier expectations set in 2022. To keep the lights on and reduce reliance on electricity imports, we need smart, adaptable policies that embrace reliable power sources like natural gas and nuclear as part of an all-of-the-above strategy.

Learn more at energy.virginia.gov",https://www.linkedin.com/feed/update/urn:li:activity:7291968655045656576,02/02/2025,750,9.5%
"Nuclear and natural gas provide the highest energy capacity, making them the most reliable sources for meeting Virginia’s growing demand. That’s why they form the backbone of our all-of-the-above strategy, ensuring affordable, around-the-clock power. Meanwhile, renewables like solar and geothermal add diversity and resilience, working together for a cleaner, stronger energy future.",https://www.linkedin.com/feed/update/urn:li:activity:7291874478173618177,02/02/2025,90,3.3%
"Fusion energy is becoming a reality, and Virginia is leading the way! Commonwealth Fusion Systems’ planned power plant in Chesterfield County will be the world’s first grid-scale commercial fusion facility, ushering in a new era of clean energy.

Learn more at https://lnkd.in/eMXytEii",https://www.linkedin.com/feed/update/urn:li:activity:7291530767841570816,01/31/2025,197,1.0%
"Nuclear energy is clean, safe, reliable — everything you could ask for in a good neighbor. As Virginia looks to meet growing energy demand, reduce its reliance on energy imports, and improve grid stability, nuclear will be a key partner in ensuring a cleaner, more secure future for our Commonwealth.

Read more at https://lnkd.in/gxGuN32m",https://www.linkedin.com/feed/update/urn:li:activity:7291440410701295616,02/01/2025,546,6.8%
"With investments in nuclear, natural gas, and groundbreaking projects like the world's first commercial fusion power plant, Virginia is poised to lead the nation in innovative energy solutions that will power our growing economy. Energy demand is rapidly increasing alongside Virginia's growing population and thriving manufacturing and technology sectors. Innovation, flexibility, and more reliable and robust power generation will be needed to support the demands of our growing Commonwealth.  

Learn about Virginia's energy future at energy.virginia.gov",https://www.linkedin.com/feed/update/urn:li:activity:7290836421328736258,01/30/2025,782,6.9%
"Natural gas is critical to Virginia's growing economy, providing over 50% of our total energy capacity. With more people moving into Virginia than leaving for the first time in a decade, thriving manufacturing and technology sectors, and innovative companies moving to our Commonwealth, natural gas is more important that ever as a stable source of reliable and affordable energy that keeps us moving forward.

Learn more about natural gas in Virginia at https://lnkd.in/ezNKgaXf",https://www.linkedin.com/feed/update/urn:li:activity:7290811139867770882,01/30/2025,344,4.4%
"AI is essential to U.S. national security, driving advancements in data analysis, decision-making, and technological capabilities at unprecedented rates. Virginia continues to leads the nation in this space, delivering the robust and diversified energy strategy required to support AI while making bold investments in energy innovation and infrastructure. Virginia’s ""all-of-the-above"" strategy ensures that the economic benefits of the AI revolution stay in the Commonwealth, while strengthening our nation's digital security infrastructure.

Read more in this op-ed by General Duncan McNabb (Ret.) https://lnkd.in/eT9DGg2R",https://www.linkedin.com/feed/update/urn:li:activity:7290353292851707904,01/29/2025,647,4.9%
"From funding the world’s first commercial fusion power plant to advancing transformative technologies, the Virginia Clean Energy Innovation Bank is driving growth, creating jobs, and ensuring a sustainable energy future for our Commonwealth.

Learn more about our innovative funding opportunities in the clean power generation and infrastructure sectors at https://lnkd.in/eKtv2Axg",https://www.linkedin.com/feed/update/urn:li:activity:7290088498584317953,01/28/2025,644,10.7%
"Natural gas continues to be the US's most abundant source of reliable and affordable energy, according to data from the U.S. Energy Information Administration and the U.S. Department of Energy (DOE). As Virginia works to balance emissions goals with economic realities, natural gas will play an important role alongside nuclear, renewables, and other innovative technologies as part of an all-of-the-above strategy for Virginia's energy future.

Learn more at https://lnkd.in/ezNKgaXf",https://www.linkedin.com/feed/update/urn:li:activity:7289990893477003264,01/28/2025,719,7.5%
"Natural gas will remain a cornerstone of reliable and affordable energy, ensuring our thriving businesses and growing communities have the power they need to support their continued growth. Virginia's commitment to energy stability aligns with the bipartisan understanding—spanning across presidential administrations—that natural gas is essential as energy demand reaches new heights.

Learn more at https://lnkd.in/ezNKgaXf",https://www.linkedin.com/feed/update/urn:li:activity:7289719128825692162,01/27/2025,250,8.8%
"Virginia's power sector has slashed CO2 emissions intensity by over 50% since 2010, outpacing the national average of 37%. Our ""all-of-the-above"" energy strategy embraces nuclear, clean-burning natural gas, renewables, and other innovative technologies and continues to drive us toward an increasingly clean energy future. Virginia remains committed to sustainable progress while ensuring reliable and affordable power for all.

Learn more at https://lnkd.in/d8FJcwa7",https://www.linkedin.com/feed/update/urn:li:activity:7288641766319140865,01/24/2025,882,5.7%
"New funding opportunities for local government cost savings, efficiency, and conservation projects! Virginia Energy is now accepting applications for another round of $1.6 million in block grant awards to support a wide range of local initiatives—from community education programs to energy audits, energy auditor training, and more. 

Learn more at https://lnkd.in/ezm959X6",https://www.linkedin.com/feed/update/urn:li:activity:7288541254714314752,01/24/2025,1263,5.5%
"Data centers do so much more than support AI; they host cloud applications, manage data storage, and enable critical infrastructure in a variety of sectors, from national security to healthcare. As we work to meet their growing energy demands sustainably, we're excited about the opportunities for innovation in clean energy and efficiency technologies that will benefit all Virginians.

Learn more about Virginia's energy future at: https://lnkd.in/d8FJcwa7",https://www.linkedin.com/feed/update/urn:li:activity:7288299653094146051,01/23/2025,992,4.7%
"When it comes to the energy grid, there is strength in diversity. By embracing #nuclear, #naturalgas, #renewables, and other innovative technologies, Virginia is building a resilient energy future. This all-of-the-above approach enhances grid stability, bolsters #nationalsecurity, and reduces dependence on out-of-state energy sources and international supply chains.

Learn more at https://lnkd.in/d8FJcwa7 
",https://www.linkedin.com/feed/update/urn:li:activity:7288259642378407937,01/23/2025,1130,4.2%
"From Main Street to the assembly line, natural gas provides Virginia consumers and businesses with the reliable and affordable energy needed to fuel our growing economy, accounting for over 50% of our Commonwealth's total electric capacity.

Learn More a https://lnkd.in/dr4UhiWe ",https://www.linkedin.com/feed/update/urn:li:activity:7287902413271789570,01/22/2025,316,1.9%
"Nuclear continues to supply over 30% of Virginia's energy capacity and about 20% of the U.S.'s supply of electricity, but more is needed to meet the energy challenges of tomorrow. Virginia is currently facing the fastest growth in energy demand since the years following WWII. Ensuring our thriving economy continues to enjoy reliable, affordable, and increasingly clean energy requires investments in nuclear, natural gas, and renewables as part of an all-of-the-above strategy. 

 Source: https://ow.ly/I7LH50UKyeG",https://www.linkedin.com/feed/update/urn:li:activity:7287578537543229440,01/21/2025,787,6.5%
"Yesterday, the The White House  issued executive orders emphasizing energy security through #criticalminerals, energy infrastructure, and a diversified energy strategy, aligning with bipartisan efforts in recent years to strengthen supply chains and #nationalsecurity. Virginia leads in addressing unprecedented energy demand through innovative investments across #naturalgas, #nuclear, #renewables, and domestic supply chains. By prioritizing affordability, reliability, and sustainability, we are ensuring a secure energy future for all Virginians while supporting the nation's economic and defense readiness.

https://ow.ly/iw2j50UKlWa",https://www.linkedin.com/feed/update/urn:li:activity:7287521672314703873,01/21/2025,660,3.5%
"Solar panels harness the Virginia sunshine and wind turbines capture our coastal breeze, but when the sun’s not shining and the wind’s not blowing, nuclear will continue to provide the affordable power needed to keep the lights on! With Virginia's all-of-the-above energy plan, we're building a reliable, affordable, and increasingly clean energy future for the Commonwealth.

Learn more about nuclear's role in Virginia's energy landscape at https://lnkd.in/esRN-dEW",https://www.linkedin.com/feed/update/urn:li:activity:7287121848587190273,01/20/2025,337,9.8%
"Data centers represent a critical component of our national security infrastructure. President Biden's recent executive order directing the Departments of Energy and Defense to lease sites for gigawatt-scale data center construction underscores the federal commitment to enhancing both clean energy and national security amid AI advancement. Domestic construction and hosting of these facilities ensures the protection of sensitive information and maintains technological independence. Virginia's strategic location and diverse energy resources position the state to play a vital role in this national security initiative through its growing data center and advanced manufacturing sectors. Virginia's investment across natural gas, nuclear, and renewable energy as part of its all-of-the-above energy plan demonstrates a comprehensive approach to powering this critical expansion.

https://lnkd.in/erHWQ64D",https://www.linkedin.com/feed/update/urn:li:activity:7286774707708702720,01/19/2025,978,3.7%
"Did you feel it? Tuesday, two small earthquakes were recorded near #WyndhamVA, on the eastern edge of the Central Virginia Seismic Zone. Experts in Virginia Energy’s Geology and Mineral Resources Program monitor seismic activity statewide and provide resources like fault maps and earthquake hazard assessments to help communities understand and prepare for these low-magnitude but persistent events.

 Learn more at https://lnkd.in/eS2YrSih",https://www.linkedin.com/feed/update/urn:li:activity:7286397129881706497,01/18/2025,620,5.0%
"Businesses choosing Virginia can count on an energy future that's as innovative as it is dependable. By balancing renewables with #naturalgas and #nuclear, we ensure industries and communities have access to reliable, affordable, and increasingly clean power—the core commitment behind our all-of-the-above energy plan and a major factor behind Virginia's recognition as Business Facilities' #StateOfTheYear.

https://lnkd.in/eGu4UDuY",https://www.linkedin.com/feed/update/urn:li:activity:7286004663395483648,01/17/2025,328,3.7%
"Virginia's energy future just got brighter! Simon Glossop  joins Virginia Energy as Director of the Virginia Clean Energy Innovation Bank, bringing decades of experience and a passion for innovation and sustainability. His leadership will help accelerate the deployment of innovative technologies, from fusion power to grid modernization and beyond, as Virginia Energy works to build a reliable, affordable, and increasingly clean energy future for the Commonwealth. 

Read the full release at: https://ow.ly/toAF50UI3NP",https://www.linkedin.com/feed/update/urn:li:activity:7285763120457809920,01/16/2025,2534,9.7%
"The recent S&P Global report on natural gas's economic impact underscores its vital role in America's energy landscape, with significant implications for Virginia. While we strive for an all-of-the-above energy portfolio in the long term, the immediate growing need for reliable, dispatchable generation in our Commonwealth will continue to be met by natural gas and nuclear.

https://lnkd.in/efTFByTv",https://www.linkedin.com/feed/update/urn:li:activity:7285741078488444929,01/16/2025,304,1.6%
"Did you know most of the coal produced in Virginia is not used by the energy industry? Instead, almost 80% of Virginia's coal is what's known as ""metallurgical"" coal and is used to create all sorts of important products, from steel in buildings to carbon fiber in cars and sports equipment.",https://www.linkedin.com/feed/update/urn:li:activity:7285642185264234496,01/16/2025,719,1.0%
"Metallurgical coal accounts for approximately 80% of Virginia total coal production, and is used in advanced manufacturing process to create some of the worlds most transformative products.",https://www.linkedin.com/feed/update/urn:li:activity:7285279934615355393,01/15/2025,152,1.3%
"Nuclear power offers a unique value proposition for Virginia's reliable, affordable, and increasingly clean energy future—providing firm, carbon-free electricity that complements renewables with low land use, reduced transmission needs, economic benefits, and versatile applications for grid flexibility and industrial decarbonization.",https://www.linkedin.com/feed/update/urn:li:activity:7284917540370219009,01/14/2025,762,6.8%
"Virginia's all-of-the-above energy strategy is designed to meet the needs of a growing and thriving Commonwealth. Recent investments in innovative solutions like the world's first commercial #fusion power plant, alongside #naturalgas, #renewables, and other cutting-edge technologies, will help ensure Virginians have reliable, affordable, and increasingly clean power 24 hours a day, 365 days a year.

Learn more https://lnkd.in/d8FJcwa7",https://www.linkedin.com/feed/update/urn:li:activity:7284630921209655296,01/13/2025,536,6.2%
"There's a good chance you've used a product today that wouldn't exist without coal. Metallurgical coal (#MetCoal) mined in Virginia generates billions of dollars of economic activity through its use in manufacturing processes across the globe. 

Learn More: https://lnkd.in/eWHQJ-f4",https://www.linkedin.com/feed/update/urn:li:activity:7283875590418382848,01/11/2025,313,3.8%
"“This important funding is already leading to positive changes in our coalfield communities that include Southwest Virginia, parts of the New River Valley, and around Richmond,” said Virginia Energy Director Glenn Davis. 

The Virginia Department of Energy is getting a third round of significant funding to reclaim abandoned mine land features across the Commonwealth. The agency will receive $22,779,530 through the Bipartisan Infrastructure Legislation, leading to more community development projects and job opportunities through the Abandoned Mine Land program. 

The U.S. Department of the Interior (DOI) and Office of Surface Mining Reclamation and Enforcement (OSMRE) made the announcement today that Virginia would receive the funding. The AML program reclaims features left behind by coal mining that occurred before 1977.

Learn more at: https://ow.ly/NIzy50UExYY",https://www.linkedin.com/feed/update/urn:li:activity:7283762118204485632,01/11/2025,789,5.7%
"Did you know that the vast majority of #coal mined in Virginia is NOT used for energy production? Instead, Virginia coal plays a critical role in a wide variety of manufacturing processes such as global #steel production. From roads and bridges, to homes and hospitals - the strength and durability of our modern infrastructure is thanks in-part to Virginia's coal mining efforts. #metcoal

Learn more at https://ow.ly/6WYR50UCQRP",https://www.linkedin.com/feed/update/urn:li:activity:7283467933375201280,01/10/2025,642,6.5%
"Energize your inbox with updates on policy insights, innovative programs, and new initiatives from Virginia Energy! https://ow.ly/OUjU50UCM2h",https://www.linkedin.com/feed/update/urn:li:activity:7283204685757349890,01/09/2025,147,2.0%
"Expanding clean energy tax credits to include #nuclear #power aligns with the bi-partisan and global consensus on the crucial role of nuclear energy in our energy future. This announcement will bolster Virginia's pursuit of nuclear #innovation as part of its all-of-the-above energy plan, helping to drive down utility costs, create jobs, and increase our energy security. 

https://lnkd.in/eGrbrAqM",https://www.linkedin.com/feed/update/urn:li:activity:7282867467700342784,01/08/2025,469,4.9%
"With more people moving into Virginia than leaving for the first time in a decade, a thriving business community, and an increasingly digital world, Virginia Energy is working hard to envision the path forward to meet the changing energy demands of our state. As we look ahead to 2025 and the upcoming legislative session, we will continue to provide the expert guidance and support needed to ensure Virginia's natural resources are responsibly managed, industry professionals remain safe, and our energy future is reliable, affordable, and increasingly clean.

In the meantime, take a look through some of our successes in 2024 below.",https://www.linkedin.com/feed/update/urn:li:activity:7282823735634526208,01/08/2025,682,93.3%
"With $1.26 billion in total contracts since 2002,Virginia has the most effective state Energy Savings Performance Contracting program in the nation! Our ESPC team helps state agencies and local governments significantly reduce facility energy costs, with guaranteed savings through innovative partnerships with energy service companies. #energywrapped #wrapped2024",https://www.linkedin.com/feed/update/urn:li:activity:7282018272743448577,01/06/2025,421,5.5%
"Virginia Energy plays a critical role in protecting Virginia's environment. Reclamation inspectors ensured over 3,000 acres of land impacted by coal mining were restored in 2024!  #energywrapped #wrapped2024",https://www.linkedin.com/feed/update/urn:li:activity:7281655785443536896,01/05/2025,261,2.7%
"#FusionEnergy power plants and fission nuclear reactors produce tremendous amounts of energy in very different ways, but both play a critical role in Virginia's reliable, affordable, and increasingly clean energy future. Here's a quick video from the US Department of Energy explaining the difference between the two. https://lnkd.in/eUanxwfX",https://www.linkedin.com/feed/update/urn:li:activity:7281399104675491840,01/04/2025,590,10.7%
"Virginia Energy geologists are mapping Virginia's economic future and making our communities safer!
 #energywrapped #wrapped2024
https://lnkd.in/eWv6mpuu",https://www.linkedin.com/feed/update/urn:li:activity:7281329829776429057,01/04/2025,144,2.8%
Coal miners are the backbone for one of Virginia's most important industries. Their safety is a top priority for Virginia Energy and we are proud to support them in their pursuit of mine safety excellence!  #energywrapped #wrapped2024,https://www.linkedin.com/feed/update/urn:li:activity:7281021695312687104,01/03/2025,167,2.4%
"For any #Virginiateachers looking for engaging ways to teach about radiation, these US Environmental Protection Agency (EPA) classroom materials offer fun and informative resources to help enhance your science curriculum. https://lnkd.in/e963VdfR 

#STEM #ScienceTeachers #nuclear ",https://www.linkedin.com/feed/update/urn:li:activity:7280931091635396608,01/03/2025,291,4.5%
"Natural gas actually emits about half the CO2 of coal when burned for electricity, making it a cleaner option for reliable power. As Virginia transitions to a more sustainable energy landscape, natural gas plays a vital role in balancing our energy needs while supporting economic growth. Learn more about natural gas energy in Virginia https://ow.ly/zqfy50UqP0p",https://www.linkedin.com/feed/update/urn:li:activity:7280629184656228352,01/02/2025,682,5.7%
"We can't all be nuclear scientists! Dr. Anne White of MIT breaks down  #fusionenergy in different ways so that anyone can understand just how important fusion is to our #cleanenergy future. And in case you didn't hear, it'll all start right here in Virginia, with the the deployment of the world's first fusion energy plant!

https://lnkd.in/ecCX6mjp

#energy #innovation",https://www.linkedin.com/feed/update/urn:li:activity:7280568677547048961,01/02/2025,660,5.3%
"While renewable energy is growing rapidly, natural gas remains essential for providing reliable and essential baseload power. Virginia’s ""all-of-the-above"" approach ensures we meet increasing energy demands while transitioning to a cleaner future! Learn more about Virginia’s energy future at https://lnkd.in/dXYjXhZ3",https://www.linkedin.com/feed/update/urn:li:activity:7280276753317605376,01/01/2025,416,6.5%
"Another incredible year for Virginia Energy's demand response program! DR pays buildings and facilities to conserve or shift electricity use during grid strain, serving as a lifeline for grid operator and utilities to prevent blackouts or electricity service interruptions which can be extremely disruptive, even deadly, to businesses and residents. 

Learn more https://lnkd.in/efaSuChg
#demandresponse #energywrapped #wrapped2024",https://www.linkedin.com/feed/update/urn:li:activity:7280206464877527040,01/01/2025,227,1.8%
